iteration,pooled_effect,i_squared,tau_squared,icr_mean,icr_sd,icrd
0,0.49264111712874176,0.0,0.0,0.05,0.0,0.0
1,0.5170513796934441,33.47956383284637,0.010436641610502334,0.05,0.0,0.0
2,0.5652137023925748,0.0,0.0,0.05,0.0,0.0
3,0.41844526910172863,0.0,0.0,0.05,0.0,0.0
4,0.5386101600823006,20.988137919641098,0.005520816738884782,0.05,0.0,0.0
5,0.4775928994400252,0.0,0.0,0.05,0.0,0.0
6,0.42431687832930665,28.299363433144098,0.008096443790100794,0.05,0.0,0.0
7,0.5022189202026499,0.0,0.0,0.05,0.0,0.0
8,0.5737195731468617,0.0,0.0,0.05,0.0,0.0
9,0.5074363640974436,0.0,0.0,0.05,0.0,0.0
10,0.47898316793391754,32.972165499370924,0.010153864063129221,0.05,0.0,0.0
11,0.5767761994946229,0.0,0.0,0.05,0.0,0.0
12,0.5275326701856228,0.0,0.0,0.05,0.0,0.0
13,0.38250005691795097,56.96453075439554,0.027094478263630466,0.05,0.0,0.0
14,0.5090269872944366,3.6235841840001366,0.0007781583612314522,0.05,0.0,0.0
15,0.4565501626984894,0.0,0.0,0.05,0.0,0.0
16,0.5751891991332276,0.0,0.0,0.05,0.0,0.0
17,0.4650307968443357,0.0,0.0,0.05,0.0,0.0
18,0.4851670029628925,0.0,0.0,0.05,0.0,0.0
19,0.46877880457112386,0.0,0.0,0.05,0.0,0.0
20,0.43347918445794575,0.0,0.0,0.05,0.0,0.0
21,0.6044275963543801,0.0,0.0,0.05,0.0,0.0
22,0.5415460369975913,39.965436161600245,0.013851964556743732,0.05,0.0,0.0
23,0.5247584896410041,27.6208397625604,0.007919068712040732,0.05,0.0,0.0
24,0.5015072650612332,0.0,0.0,0.05,0.0,0.0
25,0.4524559142794778,0.0,0.0,0.05,0.0,0.0
26,0.5427032325479259,0.0,0.0,0.05,0.0,0.0
27,0.45610195142222526,61.484331424617636,0.0329395061918077,0.05,0.0,0.0
28,0.4706396718568291,0.0,0.0,0.05,0.0,0.0
29,0.42203342475210054,0.0,0.0,0.05,0.0,0.0
30,0.43949210012275786,0.0,0.0,0.05,0.0,0.0
31,0.4205856348083651,0.0,0.0,0.05,0.0,0.0
32,0.5358071202100653,24.909401630033134,0.006892847734781081,0.05,0.0,0.0
33,0.44798980835867996,0.0,0.0,0.05,0.0,0.0
34,0.3742622805407437,0.0,0.0,0.05,0.0,0.0
35,0.47153731544680944,32.19556334594884,0.009792317292301431,0.05,0.0,0.0
36,0.4386186470632896,27.652993175276812,0.00785243103989454,0.05,0.0,0.0
37,0.518564276936757,0.0,0.0,0.05,0.0,0.0
38,0.44981150398709013,0.0,0.0,0.05,0.0,0.0
39,0.5066169570697205,29.635645842809932,0.008720985849048906,0.05,0.0,0.0
40,0.504018526499827,0.0,0.0,0.05,0.0,0.0
41,0.43230250904802225,0.0,0.0,0.05,0.0,0.0
42,0.5417716027639535,0.0,0.0,0.05,0.0,0.0
43,0.5817862551028726,0.0,0.0,0.05,0.0,0.0
44,0.4893944589443922,0.0,0.0,0.05,0.0,0.0
45,0.4903533776755507,44.78347840790521,0.01677449803293551,0.05,0.0,0.0
46,0.5781733012888491,0.0,0.0,0.05,0.0,0.0
47,0.5363446554882622,0.0,0.0,0.05,0.0,0.0
48,0.5464306464175662,31.716919683479695,0.009667486160286634,0.05,0.0,0.0
49,0.4676208409582491,0.0,0.0,0.05,0.0,0.0
50,0.4784014780145719,0.0,0.0,0.05,0.0,0.0
51,0.5145319060229672,0.0,0.0,0.05,0.0,0.0
52,0.506425487675731,46.98129443974612,0.018365262895792794,0.05,0.0,0.0
53,0.5386613735379316,0.0,0.0,0.05,0.0,0.0
54,0.45733569789957534,0.0,0.0,0.05,0.0,0.0
55,0.5901872747411328,38.42180338792077,0.013067899990473402,0.05,0.0,0.0
56,0.6015270984141315,0.0,0.0,0.05,0.0,0.0
57,0.4671488653409383,0.0,0.0,0.05,0.0,0.0
58,0.5832506513998175,0.0,0.0,0.05,0.0,0.0
59,0.48921077405812896,0.0,0.0,0.05,0.0,0.0
60,0.48642744747975547,30.36876552480599,0.009009213498543701,0.05,0.0,0.0
61,0.4111420961925957,24.54765000143481,0.006663937380019045,0.05,0.0,0.0
62,0.4669383966584214,12.725037411668607,0.0030032895826829498,0.05,0.0,0.0
63,0.4665037232805153,23.0492171697608,0.006171426744471404,0.05,0.0,0.0
64,0.5198108518256221,62.33557392361725,0.03441176010581185,0.05,0.0,0.0
65,0.467138414758591,0.0,0.0,0.05,0.0,0.0
66,0.5076742072591607,0.0,0.0,0.05,0.0,0.0
67,0.43874440671645326,36.432524528130386,0.011779207238907033,0.05,0.0,0.0
68,0.44935814403098057,0.0,0.0,0.05,0.0,0.0
69,0.5458429517834152,0.0,0.0,0.05,0.0,0.0
70,0.5291875231624864,0.0,0.0,0.05,0.0,0.0
71,0.5699972475825238,28.329459281331708,0.008251735825849165,0.05,0.0,0.0
72,0.5071247169276563,26.076815470278657,0.0073037552152886275,0.05,0.0,0.0
73,0.4124702309350467,49.677801196084644,0.02025155225421546,0.05,0.0,0.0
74,0.5296540271633988,37.646442564612535,0.012542215648570684,0.05,0.0,0.0
75,0.48619805890163065,0.0,0.0,0.05,0.0,0.0
76,0.5156229096549546,14.990994164271198,0.003653752341231484,0.05,0.0,0.0
77,0.5414142976626943,0.0,0.0,0.05,0.0,0.0
78,0.5335669131737577,1.3602763718424355,0.00028628370306110984,0.05,0.0,0.0
79,0.5685443702499597,0.0,0.0,0.05,0.0,0.0
80,0.4604369550467089,0.0,0.0,0.05,0.0,0.0
81,0.4899972743972729,0.0,0.0,0.05,0.0,0.0
82,0.5717744808232967,6.42140311370493,0.001431961899117272,0.05,0.0,0.0
83,0.5710410094173269,0.0,0.0,0.05,0.0,0.0
84,0.4505844125570065,0.0,0.0,0.05,0.0,0.0
85,0.4652061475617735,0.0,0.0,0.05,0.0,0.0
86,0.5332715180649948,27.007189687756412,0.007686194565267052,0.05,0.0,0.0
87,0.5899734441733434,0.0,0.0,0.05,0.0,0.0
88,0.5245490215657891,0.0,0.0,0.05,0.0,0.0
89,0.5333329126898009,26.275945015695417,0.007403761936772419,0.05,0.0,0.0
90,0.5453609094946267,12.055627467727527,0.002850843317380591,0.05,0.0,0.0
91,0.4567883291824551,0.0,0.0,0.05,0.0,0.0
92,0.5032282130792433,23.19400596647787,0.006248858309608175,0.05,0.0,0.0
93,0.506992406916155,1.9354659439947168,0.0004083600977403346,0.05,0.0,0.0
94,0.5187113287966559,0.0,0.0,0.05,0.0,0.0
95,0.4329567448268849,13.44736603857839,0.0031884135931087446,0.05,0.0,0.0
96,0.5953705058471005,0.0,0.0,0.05,0.0,0.0
97,0.4460078636556156,0.0,0.0,0.05,0.0,0.0
98,0.5376180708066747,43.46106971225265,0.015990232680681882,0.05,0.0,0.0
99,0.4966097953867426,0.0,0.0,0.05,0.0,0.0
100,0.5064264364650126,9.428396818944188,0.002154074117313591,0.05,0.0,0.0
101,0.49195755267473,5.5162675786113855,0.0012058798833689006,0.05,0.0,0.0
102,0.3874523388474078,0.0,0.0,0.05,0.0,0.0
103,0.5428436775682648,0.0,0.0,0.05,0.0,0.0
104,0.43211925881288893,0.0,0.0,0.05,0.0,0.0
105,0.5596639312076492,0.0,0.0,0.05,0.0,0.0
106,0.5627628691559237,0.0,0.0,0.05,0.0,0.0
107,0.4978392449581454,18.9043416222354,0.0048199201011821305,0.05,0.0,0.0
108,0.514902269908826,0.0,0.0,0.05,0.0,0.0
109,0.528701092347889,25.992978550567386,0.007291635171353907,0.05,0.0,0.0
110,0.4408041349324469,5.11679689631477,0.00110738419292332,0.05,0.0,0.0
111,0.5852969196848875,26.098560090369983,0.007387471863513757,0.05,0.0,0.0
112,0.45303869475858727,0.0,0.0,0.05,0.0,0.0
113,0.48634558943545386,14.589482279787577,0.0035265902914315885,0.05,0.0,0.0
114,0.4954771148152874,0.0,0.0,0.05,0.0,0.0
115,0.5192277156937503,0.0,0.0,0.05,0.0,0.0
116,0.5129195933165323,0.0,0.0,0.05,0.0,0.0
117,0.4635917296982181,48.66224093824526,0.019549336470400722,0.05,0.0,0.0
118,0.5061925658881324,0.0,0.0,0.05,0.0,0.0
119,0.5134657614561006,0.0,0.0,0.05,0.0,0.0
120,0.45433614575764636,0.0,0.0,0.05,0.0,0.0
121,0.4817521280858145,0.0,0.0,0.05,0.0,0.0
122,0.4803123501706349,0.0,0.0,0.05,0.0,0.0
123,0.5614561830445814,9.649210672719828,0.002225663207734743,0.05,0.0,0.0
124,0.46218940686348153,0.0,0.0,0.05,0.0,0.0
125,0.4620598079257136,62.99257335026434,0.035156082199444626,0.05,0.0,0.0
126,0.41292312190104485,0.0,0.0,0.05,0.0,0.0
127,0.5551959753984892,0.0,0.0,0.05,0.0,0.0
128,0.5099175536279574,13.246592912656558,0.0031612813019445602,0.05,0.0,0.0
129,0.5077564871663136,23.156309082425537,0.006239091664589084,0.05,0.0,0.0
130,0.5139081115290688,32.388378777473854,0.009929250114257864,0.05,0.0,0.0
131,0.48754795184224875,0.33519927437007563,6.942269837810345e-05,0.05,0.0,0.0
132,0.4336410710775401,0.0,0.0,0.05,0.0,0.0
133,0.5069310159809408,40.18701778511487,0.01391957392841437,0.05,0.0,0.0
134,0.4538055305033966,0.0,0.0,0.05,0.0,0.0
135,0.48799119729761353,0.0,0.0,0.05,0.0,0.0
136,0.4957683094449734,37.72443950271925,0.012531540735326101,0.05,0.0,0.0
137,0.5308686686896227,0.0,0.0,0.05,0.0,0.0
138,0.49619263422273513,50.48145490446058,0.02110782603562493,0.05,0.0,0.0
139,0.5263317315833285,0.0,0.0,0.05,0.0,0.0
140,0.4379814981402017,41.5558436012955,0.01461648501717611,0.05,0.0,0.0
141,0.5767085136989006,0.0,0.0,0.05,0.0,0.0
142,0.5139739568991519,0.0,0.0,0.05,0.0,0.0
143,0.5805476624463907,0.0,0.0,0.05,0.0,0.0
144,0.5545311393696779,10.48129226782554,0.0024378440190038837,0.05,0.0,0.0
145,0.5368760329289187,0.0,0.0,0.05,0.0,0.0
146,0.43036477837400633,0.0,0.0,0.05,0.0,0.0
147,0.46477506619211845,41.42090400126199,0.01457801633198648,0.05,0.0,0.0
148,0.4992715305394497,34.781286149999865,0.011035409305769992,0.05,0.0,0.0
149,0.44822011552249746,0.0,0.0,0.05,0.0,0.0
150,0.478486622354975,9.238582492446065,0.0020992663440785172,0.05,0.0,0.0
151,0.4673679817958708,0.0,0.0,0.05,0.0,0.0
152,0.5369939186517861,52.239062219789915,0.02276467294274117,0.05,0.0,0.0
153,0.5536246021671063,0.0,0.0,0.05,0.0,0.0
154,0.5303288142790168,54.332416383391546,0.024746820816474873,0.05,0.0,0.0
155,0.47552181434031304,0.0,0.0,0.05,0.0,0.0
156,0.5172459654002459,0.0,0.0,0.05,0.0,0.0
157,0.5424360056854949,0.0,0.0,0.05,0.0,0.0
158,0.44628375540830634,0.0,0.0,0.05,0.0,0.0
159,0.501274268322721,0.0,0.0,0.05,0.0,0.0
160,0.5600540513779488,30.154500657195467,0.009001349108888718,0.05,0.0,0.0
161,0.5337219791675982,0.7634970737349518,0.00015971989772978537,0.05,0.0,0.0
162,0.5657718317829434,0.0,0.0,0.05,0.0,0.0
163,0.546954405897078,37.40765189302271,0.012442808637767111,0.05,0.0,0.0
164,0.4718331335710212,35.37135139596435,0.011288913895741425,0.05,0.0,0.0
165,0.4646211424738908,0.0,0.0,0.05,0.0,0.0
166,0.46486198284759345,21.757144378805382,0.005727963062343919,0.05,0.0,0.0
167,0.5069165045522258,0.0,0.0,0.05,0.0,0.0
168,0.482117283547509,0.0,0.0,0.05,0.0,0.0
169,0.5012827567736668,1.3487236624660424,0.00028267187459749525,0.05,0.0,0.0
170,0.5737568357918792,22.123041071807265,0.005932175675679954,0.05,0.0,0.0
171,0.5144246777226161,39.62021315208785,0.013606764400534791,0.05,0.0,0.0
172,0.5299216427222846,0.0,0.0,0.05,0.0,0.0
173,0.37488285182737124,22.412244480005093,0.005895722916210291,0.05,0.0,0.0
174,0.4937085113080163,0.0,0.0,0.05,0.0,0.0
175,0.4536335050802986,18.45234631219905,0.004654701943404617,0.05,0.0,0.0
176,0.5581445933947885,0.0,0.0,0.05,0.0,0.0
177,0.5363237478252959,16.646096658940845,0.004148807033026392,0.05,0.0,0.0
178,0.48350358676133964,0.0,0.0,0.05,0.0,0.0
179,0.5855748544526914,33.27908695204182,0.010437101929660235,0.05,0.0,0.0
180,0.44547458850651744,0.0,0.0,0.05,0.0,0.0
181,0.493414380121548,0.0,0.0,0.05,0.0,0.0
182,0.5674962339718083,0.0,0.0,0.05,0.0,0.0
183,0.5762388627108921,0.0,0.0,0.05,0.0,0.0
184,0.5412281573574196,26.513119646206796,0.007502441880828911,0.05,0.0,0.0
185,0.45679079521195437,0.0,0.0,0.05,0.0,0.0
186,0.48550704185484606,29.775634816233442,0.008757516197705258,0.05,0.0,0.0
187,0.5047614778382062,0.0,0.0,0.05,0.0,0.0
188,0.5435459648222092,0.0,0.0,0.05,0.0,0.0
189,0.47433419878503824,12.561312481182435,0.002961592226021159,0.05,0.0,0.0
190,0.4755877883684594,0.0,0.0,0.05,0.0,0.0
191,0.47359648917958147,0.0,0.0,0.05,0.0,0.0
192,0.5048994076005352,25.015183763454722,0.006905062327170824,0.05,0.0,0.0
193,0.4985558801466006,6.144913657404095,0.001353387704013604,0.05,0.0,0.0
194,0.48604519726736517,2.1948289575000057,0.0004631492010255443,0.05,0.0,0.0
195,0.3947371692870672,27.13903236598247,0.00761787936095456,0.05,0.0,0.0
196,0.5347126021434276,0.0,0.0,0.05,0.0,0.0
197,0.514024266842007,0.0,0.0,0.05,0.0,0.0
198,0.47060174024492135,0.0,0.0,0.05,0.0,0.0
199,0.5266172687957149,39.8581135603252,0.013763710967878932,0.05,0.0,0.0
200,0.5565181837758625,2.7520979610125926,0.0005892906956531141,0.05,0.0,0.0
201,0.5418763944380972,26.493001976218327,0.007495310275478876,0.05,0.0,0.0
202,0.5108270491511124,0.0,0.0,0.05,0.0,0.0
203,0.49156865321467025,0.0,0.0,0.05,0.0,0.0
204,0.4844471441919174,22.828072351632446,0.00610729209112527,0.05,0.0,0.0
205,0.4952386132036108,8.136819376329251,0.0018303167102843494,0.05,0.0,0.0
206,0.5679752836287106,0.0,0.0,0.05,0.0,0.0
207,0.5295308877127439,43.6154349979728,0.016074239878853567,0.05,0.0,0.0
208,0.49445123088241383,51.83101493949594,0.02227696557656086,0.05,0.0,0.0
209,0.5296092394818807,22.512953759354012,0.006031742501994303,0.05,0.0,0.0
210,0.5400750346953099,43.831096713694215,0.016237876670878577,0.05,0.0,0.0
211,0.4994863911378965,64.96248362933795,0.03846914543679412,0.05,0.0,0.0
212,0.4700746776320396,0.0,0.0,0.05,0.0,0.0
213,0.4741084483769529,0.0,0.0,0.05,0.0,0.0
214,0.4790469084827759,19.220370858322706,0.004908776548182615,0.05,0.0,0.0
215,0.5268078709653063,0.4798635324515962,0.00010001046870451037,0.05,0.0,0.0
216,0.47505630597469534,0.0,0.0,0.05,0.0,0.0
217,0.5016155831013507,0.0,0.0,0.05,0.0,0.0
218,0.6206341064380589,0.0,0.0,0.05,0.0,0.0
219,0.515865662387232,0.0,0.0,0.05,0.0,0.0
220,0.5070705158684976,6.12378204687007,0.0013498322696823095,0.05,0.0,0.0
221,0.45390394782153354,22.62684579627871,0.0060167007485833115,0.05,0.0,0.0
222,0.46956161865045604,28.235257482599017,0.008110708730414166,0.05,0.0,0.0
223,0.4647308918408937,0.0,0.0,0.05,0.0,0.0
224,0.5810206166795198,0.0,0.0,0.05,0.0,0.0
